date,county,precip_mm,soil_moisture_m3m3,wind_speed_kmh,tmax_approx_c
2020-04-15,Fresno,0.0,0.20241666666666666,11.7,25.4
2020-04-16,Fresno,0.0,0.17408333333333334,18.8,27.3
2020-04-17,Fresno,1.7,0.159125,14.5,23.2
2020-04-18,Fresno,6.4,0.2373333333333333,15.5,20.6
2020-04-19,Fresno,0.0,0.22287500000000002,9.8,23.0
2020-04-20,Fresno,1.5,0.20504166666666668,17.4,20.5
2020-04-21,Fresno,0.6,0.1945,16.9,23.1
2020-04-22,Fresno,0.0,0.17254166666666668,14.7,27.5
2020-04-23,Fresno,0.0,0.1555,27.4,30.2
2020-04-24,Fresno,0.0,0.14345833333333333,12.3,30.5
2020-04-25,Fresno,0.0,0.136375,12.2,32.4
2020-04-26,Fresno,0.0,0.13041666666666665,19.2,32.2
2020-04-27,Fresno,0.0,0.12741666666666665,18.9,30.5
2020-04-28,Fresno,0.0,0.12595833333333334,12.5,32.0
2020-04-29,Fresno,0.0,0.12295833333333334,19.5,34.0
2020-04-30,Fresno,0.0,0.12141666666666666,24.4,31.4
2020-05-01,Fresno,0.0,0.12308333333333332,20.4,29.0
2020-05-02,Fresno,0.0,0.11958333333333333,22.4,29.4
2020-05-03,Fresno,0.0,0.119125,21.5,27.5
2020-05-04,Fresno,0.0,0.1195,13.9,30.0
2020-05-05,Fresno,0.0,0.11820833333333335,21.8,31.7
2020-05-06,Fresno,0.0,0.11625,22.7,31.1
2020-05-07,Fresno,0.0,0.11879166666666667,12.3,33.3
2020-05-08,Fresno,0.0,0.11520833333333334,12.4,36.8
2020-05-09,Fresno,0.0,0.11358333333333333,15.3,37.0
2020-05-10,Fresno,0.0,0.113,24.1,34.2
2020-05-11,Fresno,0.0,0.113,18.7,30.4
2020-05-12,Fresno,0.0,0.11120833333333334,23.0,25.4
2020-05-13,Fresno,0.0,0.10175000000000001,22.9,26.2
2020-05-14,Fresno,0.0,0.092375,22.2,27.4
2020-05-15,Fresno,0.0,0.08795833333333332,23.0,28.1
2020-05-16,Fresno,0.0,0.086875,22.7,31.3
2020-05-17,Fresno,0.1,0.08258333333333333,25.0,30.8
2020-05-18,Fresno,7.7,0.13958333333333334,17.4,24.0
2020-05-19,Fresno,0.8,0.16125,14.3,21.0
2020-05-20,Fresno,0.0,0.14375000000000002,15.6,25.9
2020-05-21,Fresno,0.0,0.130875,11.1,29.8
2020-05-22,Fresno,0.0,0.12074999999999998,21.8,29.2
2020-05-23,Fresno,0.0,0.11441666666666667,16.3,29.9
2020-05-24,Fresno,0.0,0.11341666666666667,11.8,32.9
2020-05-25,Fresno,0.0,0.11270833333333334,10.6,37.0
2020-05-26,Fresno,0.0,0.112,9.8,40.0
2020-05-27,Fresno,0.0,0.112,15.0,42.3
2020-05-28,Fresno,0.0,0.11175,16.1,42.0
2020-05-29,Fresno,0.0,0.111,25.6,35.3
2020-05-30,Fresno,0.0,0.111,21.9,28.2
2020-05-31,Fresno,0.0,0.1095,10.5,28.2
2020-06-01,Fresno,0.0,0.111,11.7,31.4
2020-06-02,Fresno,0.0,0.111,12.6,36.3
2020-06-03,Fresno,0.0,0.11054166666666666,15.1,40.8
2020-06-04,Fresno,0.0,0.11,17.6,42.4
2020-06-05,Fresno,0.0,0.11,25.8,30.9
2020-06-06,Fresno,0.0,0.11,24.9,28.4
2020-06-07,Fresno,0.0,0.11,26.5,24.9
2020-06-08,Fresno,0.0,0.10966666666666668,22.8,29.1
2020-06-09,Fresno,0.0,0.109,13.0,33.8
2020-06-10,Fresno,0.0,0.109,10.4,37.5
2020-06-11,Fresno,0.0,0.109,24.5,38.8
2020-06-12,Fresno,0.0,0.109,32.6,32.2
2020-06-13,Fresno,0.0,0.10845833333333332,21.3,26.6
2020-06-14,Fresno,0.0,0.108,19.8,31.0
2020-06-15,Fresno,0.0,0.108,26.8,33.7
2020-06-16,Fresno,0.0,0.108,25.0,31.2
2020-06-17,Fresno,0.0,0.108,17.5,32.8
2020-06-18,Fresno,0.0,0.107875,13.8,36.2
2020-06-19,Fresno,0.0,0.107,15.8,38.3
2020-06-20,Fresno,0.0,0.107,17.5,38.8
2020-06-21,Fresno,0.0,0.107,17.4,38.3
2020-06-22,Fresno,0.0,0.10670833333333334,15.8,39.2
2020-06-23,Fresno,0.0,0.106,15.3,40.8
2020-06-24,Fresno,0.0,0.106,14.1,41.0
2020-06-25,Fresno,0.0,0.106,16.9,40.6
2020-06-26,Fresno,0.0,0.10545833333333332,14.3,39.5
2020-06-27,Fresno,0.0,0.105,23.0,42.9
2020-06-28,Fresno,0.0,0.105,28.2,35.7
2020-06-29,Fresno,0.0,0.105,13.5,31.4
2020-06-30,Fresno,0.0,0.10954166666666666,14.2,35.8
2020-07-01,Fresno,0.0,0.111,17.7,37.2
2020-07-02,Fresno,0.0,0.111,14.8,35.7
2020-07-03,Fresno,0.0,0.111,15.1,36.8
2020-07-04,Fresno,0.0,0.111,13.9,39.2
2020-07-05,Fresno,0.0,0.111,17.0,40.1
2020-07-06,Fresno,0.0,0.111,19.9,38.4
2020-07-07,Fresno,0.0,0.11062500000000001,19.6,36.2
2020-07-08,Fresno,0.0,0.110375,14.1,38.0
2020-07-09,Fresno,0.0,0.11,12.7,39.0
2020-07-10,Fresno,0.0,0.11,12.0,40.0
2020-07-11,Fresno,0.0,0.11,12.5,43.1
2020-07-12,Fresno,0.0,0.11,15.3,44.0
2020-07-13,Fresno,0.0,0.10970833333333334,24.3,41.5
2020-07-14,Fresno,0.0,0.109,18.3,37.6
2020-07-15,Fresno,0.0,0.109,17.3,37.9
2020-07-16,Fresno,0.0,0.109,17.3,38.8
2020-07-17,Fresno,0.0,0.109,15.1,38.8
2020-07-18,Fresno,0.0,0.109,15.3,39.7
2020-07-19,Fresno,0.0,0.109,16.8,40.2
2020-07-20,Fresno,0.0,0.109,17.9,38.8
2020-07-21,Fresno,0.0,0.109,13.6,37.2
2020-07-22,Fresno,0.0,0.109,19.2,36.9
2020-07-23,Fresno,0.0,0.10870833333333334,16.0,35.7
2020-07-24,Fresno,0.0,0.10854166666666666,19.1,37.5
2020-07-25,Fresno,0.0,0.108,14.8,38.5
2020-07-26,Fresno,0.0,0.108,15.3,40.0
2020-07-27,Fresno,0.0,0.108,19.1,40.3
2020-07-28,Fresno,0.0,0.108,16.9,40.5
2020-07-29,Fresno,0.0,0.108,16.0,41.2
2020-07-30,Fresno,0.0,0.108,14.7,41.0
2020-07-31,Fresno,0.0,0.10766666666666667,16.4,41.2
2020-08-01,Fresno,0.0,0.10708333333333332,17.3,39.9
2020-08-02,Fresno,0.0,0.107,17.4,40.7
2020-08-03,Fresno,0.0,0.107,21.9,40.2
2020-08-04,Fresno,0.0,0.107,18.6,38.2
2020-08-05,Fresno,0.0,0.107,21.9,34.5
2020-08-06,Fresno,0.0,0.107,19.4,32.7
2020-08-07,Fresno,0.0,0.107,11.8,35.3
2020-08-08,Fresno,0.0,0.107,13.0,37.9
2020-08-09,Fresno,0.0,0.107,13.5,40.0
2020-08-10,Fresno,0.0,0.107,17.3,40.5
2020-08-11,Fresno,0.0,0.107,17.2,39.3
2020-08-12,Fresno,0.0,0.10654166666666666,13.6,40.2
2020-08-13,Fresno,0.0,0.10629166666666667,15.8,38.1
2020-08-14,Fresno,0.0,0.107,9.7,42.8
2020-08-15,Fresno,0.0,0.10679166666666666,10.8,45.3
2020-08-16,Fresno,0.0,0.106375,23.7,45.7
2020-08-17,Fresno,0.0,0.106,18.8,44.5
2020-08-18,Fresno,0.0,0.106,16.3,44.5
2020-08-19,Fresno,0.0,0.106,24.2,44.6
2020-08-20,Fresno,0.0,0.106,17.6,41.4
2020-08-21,Fresno,0.0,0.106,16.3,41.5
2020-08-22,Fresno,0.0,0.10562500000000001,13.5,41.7
2020-08-23,Fresno,0.0,0.105,10.5,40.2
2020-08-24,Fresno,0.0,0.105,19.4,40.2
2020-08-25,Fresno,0.0,0.105,19.2,38.5
2020-08-26,Fresno,0.0,0.105,16.3,38.3
2020-08-27,Fresno,0.0,0.105,15.9,37.5
2020-08-28,Fresno,0.0,0.105,10.5,39.0
2020-08-29,Fresno,0.0,0.105,16.5,39.0
2020-08-30,Fresno,0.0,0.105,12.7,38.3
2020-08-31,Fresno,0.0,0.105,12.9,38.7
2020-09-01,Fresno,0.0,0.105,14.2,38.2
2020-09-02,Fresno,0.0,0.10466666666666667,12.8,37.8
2020-09-03,Fresno,0.0,0.10441666666666666,14.6,38.0
2020-09-04,Fresno,0.0,0.104,14.3,39.3
2020-09-05,Fresno,0.0,0.104,10.6,42.8
2020-09-06,Fresno,0.0,0.104,13.2,46.2
2020-09-07,Fresno,0.0,0.104,24.6,46.0
2020-09-08,Fresno,0.0,0.104,20.4,41.4
2020-09-09,Fresno,0.0,0.104,15.9,37.8
2020-09-10,Fresno,0.0,0.104,12.4,36.5
2020-09-11,Fresno,0.0,0.104,8.2,35.9
2020-09-12,Fresno,0.0,0.104,9.4,36.8
2020-09-13,Fresno,0.0,0.104,8.7,37.8
2020-09-14,Fresno,0.0,0.104,14.8,38.0
2020-09-15,Fresno,0.0,0.104,12.7,37.5
2020-09-16,Fresno,0.0,0.10370833333333333,8.7,37.2
2020-09-17,Fresno,0.0,0.10366666666666667,12.0,34.8
2020-09-18,Fresno,0.4,0.10616666666666667,19.1,31.9
2020-09-19,Fresno,0.0,0.106,19.1,31.5
2020-09-20,Fresno,0.0,0.106,8.0,34.0
2020-09-21,Fresno,0.0,0.106,13.5,35.5
2020-09-22,Fresno,0.0,0.106,14.8,36.0
2020-09-23,Fresno,0.0,0.106,16.4,34.8
2020-09-24,Fresno,0.0,0.106,15.0,33.0
2020-09-25,Fresno,0.0,0.106,17.0,32.0
2020-09-26,Fresno,0.0,0.106,16.8,33.2
2020-09-27,Fresno,0.0,0.106,10.0,35.8
2020-09-28,Fresno,0.0,0.106,11.0,37.9
2020-09-29,Fresno,0.0,0.106,10.0,40.0
2020-09-30,Fresno,0.0,0.106,11.9,38.0
2020-10-01,Fresno,0.0,0.106,9.3,39.0
2020-10-02,Fresno,0.0,0.106,13.0,38.8
2020-10-03,Fresno,0.0,0.10566666666666667,11.1,37.0
2020-10-04,Fresno,0.0,0.1055,10.6,37.5
2020-10-05,Fresno,0.0,0.10520833333333333,9.9,36.7
2020-10-06,Fresno,0.0,0.105,10.1,32.9
2020-10-07,Fresno,0.0,0.10520833333333333,9.0,34.1
2020-10-08,Fresno,0.0,0.10533333333333333,13.9,30.2
2020-10-09,Fresno,0.0,0.106,13.6,27.3
2020-10-10,Fresno,0.0,0.106,15.9,28.3
2020-10-11,Fresno,0.0,0.106,17.6,28.5
2020-10-12,Fresno,0.0,0.106,10.0,31.0
2020-10-13,Fresno,0.0,0.106,11.0,32.3
2020-10-14,Fresno,0.0,0.106,11.8,33.2
2020-10-15,Fresno,0.0,0.106,10.0,34.5
2020-10-16,Fresno,0.0,0.106,10.9,35.0
2020-10-17,Fresno,0.0,0.106,10.4,35.2
2020-10-18,Fresno,0.0,0.106,11.4,34.6
2020-10-19,Fresno,0.0,0.106,10.4,33.4
2020-10-20,Fresno,0.0,0.106,10.4,32.2
2020-10-21,Fresno,0.0,0.106,10.1,31.6
2020-10-22,Fresno,0.0,0.106,9.9,30.0
2020-10-23,Fresno,0.0,0.106,9.4,27.0
2020-10-24,Fresno,0.0,0.106,12.2,26.3
2020-10-25,Fresno,0.0,0.106,18.2,23.1
2020-10-26,Fresno,0.0,0.106,10.6,22.5
2020-10-27,Fresno,0.0,0.106,9.4,23.6
2020-10-28,Fresno,0.0,0.106,10.4,26.2
2020-10-29,Fresno,0.0,0.106,10.5,27.3
2020-10-30,Fresno,0.0,0.106,10.4,27.7
2020-10-31,Fresno,0.0,0.106,10.2,27.5
2020-11-01,Fresno,0.0,0.106,10.8,29.2
2020-11-02,Fresno,0.0,0.106,10.0,28.9
2020-11-03,Fresno,0.0,0.10683333333333334,10.3,28.5
2020-11-04,Fresno,0.0,0.107,10.0,27.4
2020-11-05,Fresno,0.0,0.107,8.7,26.9
2020-11-06,Fresno,0.0,0.107,28.8,19.2
2020-11-07,Fresno,1.8,0.12525,13.7,14.4
2020-11-08,Fresno,7.2,0.17341666666666666,21.1,12.4
2020-11-09,Fresno,0.0,0.18216666666666667,10.1,13.1
2020-11-10,Fresno,0.0,0.17404166666666665,9.1,14.4
2020-11-11,Fresno,0.0,0.16695833333333335,10.2,15.5
2020-11-12,Fresno,0.0,0.16108333333333333,9.5,17.2
2020-11-13,Fresno,0.0,0.15608333333333332,10.2,18.5
2020-11-14,Fresno,0.0,0.15041666666666667,14.8,18.4
2020-11-15,Fresno,0.0,0.14633333333333332,9.4,19.4
2020-11-16,Fresno,0.0,0.14266666666666666,11.4,22.1
2020-11-17,Fresno,0.0,0.13841666666666666,15.5,25.6
2020-11-18,Fresno,11.9,0.22624999999999998,13.0,18.9
2020-11-19,Fresno,0.0,0.24875,14.3,18.5
2020-11-20,Fresno,0.0,0.231375,9.0,15.4
2020-11-21,Fresno,0.0,0.21887500000000001,9.9,16.5
2020-11-22,Fresno,0.0,0.20662499999999998,9.9,18.1
2020-11-23,Fresno,0.0,0.19695833333333335,12.8,17.3
2020-11-24,Fresno,0.0,0.18970833333333334,8.5,16.7
2020-11-25,Fresno,0.0,0.18220833333333333,15.3,17.1
2020-11-26,Fresno,0.0,0.17470833333333333,12.0,14.9
2020-11-27,Fresno,0.0,0.16866666666666666,8.5,17.1
2020-11-28,Fresno,0.0,0.16291666666666668,10.8,17.5
2020-11-29,Fresno,0.0,0.15837500000000002,7.4,17.0
2020-11-30,Fresno,0.0,0.15470833333333334,8.9,17.2
2020-12-01,Fresno,0.0,0.15154166666666666,7.6,16.4
2020-12-02,Fresno,0.0,0.147875,10.2,18.3
2020-12-03,Fresno,0.0,0.14470833333333333,10.0,20.5
2020-12-04,Fresno,0.0,0.14154166666666665,9.7,17.9
2020-12-05,Fresno,0.0,0.13854166666666667,12.0,20.0
2020-12-06,Fresno,0.0,0.13533333333333333,10.0,16.9
2020-12-07,Fresno,0.0,0.13329166666666667,13.7,17.8
2020-12-08,Fresno,0.0,0.13129166666666667,11.3,18.4
2020-12-09,Fresno,0.0,0.129375,9.6,19.4
2020-12-10,Fresno,0.0,0.12758333333333335,11.4,17.0
2020-12-11,Fresno,0.0,0.12645833333333334,10.8,14.5
2020-12-12,Fresno,10.0,0.19925,10.9,14.2
2020-12-13,Fresno,5.1,0.229125,15.8,11.9
2020-12-14,Fresno,0.3,0.27620833333333333,18.4,12.9
2020-12-15,Fresno,0.0,0.25725000000000003,10.3,12.1
2020-12-16,Fresno,0.0,0.243375,7.3,12.7
2020-12-17,Fresno,1.1,0.247125,16.9,13.8
2020-12-18,Fresno,0.4,0.26075,10.1,12.5
2020-12-19,Fresno,0.0,0.24745833333333334,11.1,13.9
2020-12-20,Fresno,0.0,0.23666666666666666,7.4,11.6
2020-12-21,Fresno,0.0,0.22841666666666668,10.3,14.2
2020-12-22,Fresno,0.0,0.2205,10.2,13.1
2020-12-23,Fresno,0.0,0.21429166666666666,8.2,12.6
2020-12-24,Fresno,0.0,0.2085,8.1,14.6
2020-12-25,Fresno,0.0,0.20291666666666666,13.1,15.6
2020-12-26,Fresno,0.4,0.19883333333333333,16.4,15.7
2020-12-27,Fresno,0.8,0.196125,11.3,12.8
2020-12-28,Fresno,9.0,0.27799999999999997,19.4,13.4
2020-12-29,Fresno,0.0,0.26266666666666666,10.5,13.2
2020-12-30,Fresno,0.0,0.24870833333333334,10.2,11.9
2020-12-31,Fresno,0.7,0.24120833333333333,21.4,13.4
2021-01-01,Fresno,0.0,0.23304166666666667,9.3,13.8
2021-01-02,Fresno,0.0,0.22495833333333334,10.7,14.4
2021-01-03,Fresno,0.0,0.2187916666666667,7.9,14.9
2021-01-04,Fresno,0.4,0.21141666666666667,13.6,17.1
2021-01-05,Fresno,0.0,0.2060833333333333,13.8,14.1
2021-01-06,Fresno,0.0,0.2011666666666667,9.5,14.5
2021-01-07,Fresno,0.0,0.19695833333333335,8.0,12.6
2021-01-08,Fresno,0.0,0.192125,11.0,15.2
2021-01-09,Fresno,0.0,0.18825,10.9,11.4
2021-01-10,Fresno,0.0,0.18558333333333332,10.2,14.6
2021-01-11,Fresno,0.0,0.180625,10.3,15.4
2021-01-12,Fresno,0.0,0.17720833333333333,10.6,14.3
2021-01-13,Fresno,0.0,0.173875,9.8,17.4
2021-01-14,Fresno,0.0,0.168875,9.4,17.6
2021-01-15,Fresno,0.0,0.16441666666666668,10.2,19.4
2021-01-16,Fresno,0.0,0.16166666666666665,10.6,18.3
2021-01-17,Fresno,0.0,0.161125,9.6,20.5
2021-01-18,Fresno,0.0,0.1575,12.1,20.1
2021-01-19,Fresno,0.0,0.152875,19.1,20.0
2021-01-20,Fresno,0.0,0.14783333333333334,10.8,18.3
2021-01-21,Fresno,0.0,0.14475,9.8,18.8
2021-01-22,Fresno,3.6,0.15162499999999998,13.3,12.6
2021-01-23,Fresno,1.1,0.18916666666666668,15.8,12.6
2021-01-24,Fresno,5.0,0.19441666666666668,10.6,12.8
2021-01-25,Fresno,6.0,0.30524999999999997,22.9,9.7
2021-01-26,Fresno,0.5,0.291375,21.9,10.6
2021-01-27,Fresno,30.1,0.3730833333333334,32.0,12.8
2021-01-28,Fresno,39.4,0.41120833333333334,31.9,13.6
2021-01-29,Fresno,4.8,0.40479166666666666,19.4,11.4
2021-01-30,Fresno,0.0,0.37070833333333336,6.5,13.5
2021-01-31,Fresno,0.0,0.34970833333333334,10.1,16.5
2021-02-01,Fresno,0.1,0.33008333333333334,13.8,20.3
2021-02-02,Fresno,0.0,0.30833333333333335,15.5,17.8
2021-02-03,Fresno,0.0,0.29754166666666665,20.2,14.4
2021-02-04,Fresno,0.0,0.2838333333333333,10.7,14.2
2021-02-05,Fresno,0.0,0.27387500000000004,8.7,16.0
2021-02-06,Fresno,0.0,0.26225000000000004,9.7,16.8
2021-02-07,Fresno,0.0,0.2552083333333333,10.6,17.2
2021-02-08,Fresno,0.0,0.249125,9.7,17.5
2021-02-09,Fresno,0.0,0.23879166666666665,10.5,17.0
2021-02-10,Fresno,0.0,0.22587500000000002,9.4,18.3
2021-02-11,Fresno,1.9,0.22,12.3,17.7
2021-02-12,Fresno,8.1,0.304625,23.1,15.4
2021-02-13,Fresno,2.3,0.298875,15.9,14.8
2021-02-14,Fresno,0.0,0.2851666666666667,15.3,14.9
2021-02-15,Fresno,1.0,0.26958333333333334,7.6,11.6
2021-02-16,Fresno,0.2,0.26308333333333334,21.5,15.9
2021-02-17,Fresno,0.0,0.24829166666666666,15.6,15.4
2021-02-18,Fresno,0.0,0.23166666666666666,11.0,17.0
2021-02-19,Fresno,0.0,0.21575,10.9,18.3
2021-02-20,Fresno,0.2,0.20775,24.0,15.2
2021-02-21,Fresno,0.0,0.19670833333333335,10.9,16.1
2021-02-22,Fresno,0.0,0.18154166666666668,10.9,20.5
2021-02-23,Fresno,0.0,0.17670833333333333,11.3,19.9
2021-02-24,Fresno,0.0,0.17037499999999997,19.7,19.6
2021-02-25,Fresno,0.0,0.15791666666666668,11.1,18.1
2021-02-26,Fresno,0.0,0.14566666666666664,13.9,19.0
2021-02-27,Fresno,0.0,0.13570833333333335,23.9,18.4
2021-02-28,Fresno,0.0,0.13325,10.0,19.5
2021-03-01,Fresno,0.0,0.12470833333333332,13.7,23.0
2021-03-02,Fresno,0.0,0.122,10.8,22.5
2021-03-03,Fresno,0.0,0.119,15.0,18.8
2021-03-04,Fresno,0.0,0.11704166666666667,13.1,20.6
2021-03-05,Fresno,0.0,0.112,10.9,23.6
2021-03-06,Fresno,0.0,0.10820833333333334,18.7,19.1
2021-03-07,Fresno,0.0,0.10729166666666667,13.5,18.7
2021-03-08,Fresno,0.0,0.10237500000000001,17.7,18.2
2021-03-09,Fresno,0.0,0.089875,16.5,16.7
2021-03-10,Fresno,17.6,0.21345833333333333,21.0,10.9
2021-03-11,Fresno,0.9,0.29841666666666666,14.1,12.5
2021-03-12,Fresno,0.1,0.275625,9.9,15.1
2021-03-13,Fresno,0.0,0.24770833333333334,12.3,17.9
2021-03-14,Fresno,0.0,0.220375,14.7,16.1
2021-03-15,Fresno,18.3,0.32837500000000003,21.6,10.9
2021-03-16,Fresno,0.0,0.31416666666666665,10.8,13.4
2021-03-17,Fresno,0.0,0.2690416666666667,8.3,17.5
2021-03-18,Fresno,0.0,0.23916666666666667,13.0,21.5
2021-03-19,Fresno,8.6,0.27245833333333336,14.8,18.8
2021-03-20,Fresno,0.1,0.31945833333333334,19.9,16.0
2021-03-21,Fresno,0.0,0.26887500000000003,12.8,17.5
2021-03-22,Fresno,0.0,0.23204166666666667,12.7,19.0
2021-03-23,Fresno,0.0,0.21062499999999998,27.3,19.8
2021-03-24,Fresno,0.0,0.18770833333333334,15.4,19.7
2021-03-25,Fresno,0.0,0.17808333333333334,17.1,16.2
2021-03-26,Fresno,0.0,0.1719166666666667,11.5,20.0
2021-03-27,Fresno,0.0,0.15454166666666666,10.0,23.5
